"AllLeagueRec_NVC","NVC"
1,321.3384130741957
1,-129.9016091995568
1,170.78727323862847
1,381.57920001987924
1,357.6292685240928
1,137.44328494929107
1,247.5391004882831
1,409.9499970068233
1,173.92050800420625
1,434.81143551624393
1,340.98946514756364
1,359.24106593234063
1,187.73768929018794
1,497.05482709039507
1,302.92868220031244
1,319.8260117219576
1,498.9433521545789
1,494.9652509129188
1,215.7109020530933
1,343.43822252743837
1,503.2896706037293
1,1055.8120149500705
1,1076.8365397973903
1,258.62514923527164
1,335.80618672678617
1,51.86553972623163
1,238.10664067309202
1,273.00143333630774
1,402.62405587865544
1,200.5134709893409
1,48.184497151964145
1,236.71396638832007
1,-112.75804853916036
1,379.04911859417825
1,119.10245361423262
1,140.39354061176013
1,432.1717925288051
1,308.9500500933532
1,209.7968367205175
1,243.18487553467736
1,461.6980686668617
1,248.23261387907792
1,225.02589380209116
1,221.19914564571857
1,197.1238395792836
1,219.52635520310116
1,190.03848208668464
1,822.7519831207425
1,439.10692643675304
1,151.0085875933391
1,257.06869735821095
1,276.4204317629133
1,207.75244056850025
1,281.8725313351714
1,80.59664741621083
1,284.2840151940426
1,-272.70098616700574
1,217.85808276302964
1,271.31282988477966
1,88.18463269204052
1,138.77609570032993
1,350.9900637829009
1,530.4711034204668
1,455.5287361904429
1,463.5278596979489
1,406.796431229789
1,409.01815898173254
1,358.2809903913381
1,-12.435802007574432
1,272.7800512115588
1,354.23398961085314
1,17.097251134301015
1,376.84659235305475
1,1228.4437627280602
1,232.15530181951254
1,430.7666937370319
1,-89.56601197044775
1,314.2756455943263
1,655.282053251437
1,-214.5384803924337
1,280.2901009434719
1,201.73107267545944
1,276.38315824190965
1,168.52149496186243
1,415.1106854148712
1,380.29269879493575
1,-123.03989283297962
1,320.9137208348817
1,85.47834916704976
1,278.852246633241
1,21.957492373046954
1,25.308720761464148
1,7.854886276228417
1,417.4769892482834
1,498.2859827841513
1,-46.66870729781657
1,399.93358536257534
1,480.9684790257379
1,375.7950272604979
1,234.56678567838372
1,158.20350664767602
1,266.23007702064837
1,167.8968811098925
1,166.08177358707943
1,-31.520974262069
1,440.4702337049767
1,301.25250325578554
1,366.2710778937524
1,452.4214799395039
1,103.24765318005257
1,510.5004026669769
1,383.6123011655317
1,339.4364017724124
1,214.4345663338781
1,83.04879329799502
1,284.1676766284858
1,216.32196189742552
1,253.04202758918254
1,142.81406047572307
1,116.36906207396648
1,363.4315132936577
1,168.06517670472707
1,400.26904705160797
1,110.85032196415642
1,159.53970590062428
1,275.3880681811764
1,177.82858020640492
1,286.746326581555
1,514.9980742014147
1,252.9369840299905
1,390.555341577935
1,379.0796151113631
1,-41.435730849034336
1,-59.229883876039565
1,328.7671387602827
1,122.23794738108334
1,46.80311787355692
1,331.2599466649799
1,-100.29626801694702
1,375.0936073652477
1,4.616156151203991
1,219.83132037494903
1,260.04493153531894
1,399.6907427257335
1,137.15300328571735
1,326.65610207071353
1,127.7691119978946
1,953.8147189745941
1,211.70682229679437
1,139.28437098674303
1,650.2354444076728
1,648.8518061279927
1,63.13682657760178
1,135.40792480236564
1,194.12840389135562
1,250.67685325640682
1,445.77323919322026
1,345.6554322768361
1,340.4518228446022
1,75.11743982867735
1,333.37437185645854
1,411.5527584099794
1,22.978560948419094
1,477.56303460677003
1,50.0526912046915
1,180.51227371866625
1,325.0601176713763
2,317.2066997459753
2,262.0915866886091
2,158.4215002705154
2,286.6525780287277
2,309.0618706563641
2,427.65604898418366
2,277.2630392377226
2,157.99116052801895
2,231.3070468415209
2,369.73864484772633
2,216.63144507181931
2,733.2266331732078
2,336.84871581425136
2,226.15539443856477
2,118.40555172152841
2,2.6073392692356783
2,275.30109663216797
2,221.1031380916183
2,36.31683396453594
2,251.88090093488768
2,395.23034471229926
2,11.10050635513533
2,352.5408681567792
2,380.2305762599297
2,344.9167388605823
2,547.6361245929562
2,350.5619830416774
2,207.4124608769217
2,289.3758040632656
2,304.96630134851085
2,-7.838282616872255
2,243.54744523898538
2,340.7601765183595
2,246.83316259048712
2,-35.70916262211314
2,170.82002875708622
2,303.46180650072796
2,261.7470889944846
2,353.8081678709026
2,273.19457794514466
2,344.865911331941
2,283.2403566059409
2,284.2467416730389
2,253.0996321216427
2,485.37353150798504
2,197.8297774770796
2,393.94836148990174
2,271.60085254708036
2,442.53157236654107
2,245.17844415805328
2,196.36029714902742
2,321.713407285505
2,476.31945440601254
2,561.4815433948497
2,269.9653356254666
2,351.25436693183576
2,556.6032301459202
2,164.68232229848863
2,296.99767435818944
2,218.84865482121697
2,184.99752074610294
2,130.9407497851125
2,284.02761854956304
2,434.76964399269434
2,358.0528312627704
2,218.49173262009134
2,254.60073846751612
2,378.57472832685943
2,314.1502710236777
2,237.09912610535756
2,242.86296785328238
2,194.2560374632771
2,452.2000978147551
2,159.08677614539835
2,336.55843415067767
2,377.86653142779045
2,320.47660408856643
2,122.27522090208697
2,323.68099739424207
2,369.6313422872614
2,228.5465472859794
2,341.250379794589
2,116.78245930691581
2,306.6820128153142
2,391.8463608054243
2,342.77972365637424
2,473.9113590490508
2,341.3091138276856
2,105.34965386452996
2,455.67895977509386
2,284.46473529587837
2,135.6993359665758
2,20.239521904970594
2,240.99929180310093
2,272.93027479620986
2,307.80473644796893
2,417.86553746723035
2,165.63787983694527
2,247.99203024350905
2,424.60865626697773
2,305.10071192425113
2,200.64336356253537
2,521.0713991237334
2,448.11582351326655
2,78.03832847459809
2,457.1394040980543
2,36.625187638293234
2,85.1553119850183
2,339.409293757137
2,223.9415731910765
2,236.49145476293475
2,253.7400589825232
2,119.15554014414688
2,614.5985698262941
2,259.7320598590157
2,589.1373664789061
2,431.3099835431757
2,192.97292474024312
2,480.71998888571375
2,285.97939564938946
2,713.9867193315164
2,243.44353118042983
2,284.1089425953892
2,97.66453153396351
2,421.4166874683034
2,274.2585675447028
2,162.76104171584703
2,443.96039067168016
2,236.86983747615344
2,276.02171803823813
2,256.41810499160215
2,351.7976567379796
2,340.2711027427664
2,103.01271704766606
2,163.0309923679642
2,288.6393696482848
2,154.46937754349423
2,542.3398961085315
2,198.4374488195024
2,332.3747637931794
2,170.60542363615622
2,195.26129302973862
2,46.878794416200655
2,196.936342473629
2,222.4483733496584
2,150.01801553515176
2,108.40269408491812
2,441.06548054039826
2,190.48463483809172
2,318.91224570705043
2,199.21115675548685
2,234.6356852172086
2,194.3079944925549
2,441.38061121797443
2,389.0576237339709
2,195.6713017607785
2,-44.34645398922682
2,312.4763510804238
2,172.76954685563965
2,264.2105298826336
2,369.0519084607505
2,185.26408289631073
2,494.26270151703227
2,457.33480770816413
2,168.45598392494693
2,75.30719593560491
2,127.85269504499367
2,27.797010663615506
2,278.5484109620296
2,-75.19989337513991
2,173.7849679278294
2,195.73342429578457
2,390.8896737663312
2,307.9188160122529
2,267.6250103066933
2,381.4560844505036
2,390.35316096400624
2,422.35417299657644
2,304.8861068033212
2,207.7897140895039
2,385.30994062215154
2,154.77321321470563
2,222.4732223636608
2,278.9177576701564
2,549.9854859168213
2,269.45818983969
2,-55.019105503265955
2,267.8678529435351
2,189.0151545100396
2,162.65260965474553
2,241.1065943635659
2,539.7612461554621
2,203.3767551028015
2,151.31807076773288
2,251.88654843807
2,438.5466941210621
2,175.82145757539132
2,178.84626027986766
2,169.7854061740764
2,294.3885278879355
2,175.45324036790095
2,74.04554372466389
2,429.19104034915125
2,177.13393731497368
2,191.60284046820058
2,148.54288770391722
2,450.6741424548793
2,587.689346662947
2,260.8728555018541
2,202.68211221137025
2,231.03709618940368
2,157.6387563294392
2,269.8038170344509
2,378.1274460748159
2,411.7730110340917
2,198.2702827253043
2,547.9535142718053
2,244.3810167087029
2,308.3773932706611
2,421.70358062996763
2,304.8996608109589
2,460.8791807054183
2,-14.74224230725354
2,306.8796754266971
2,564.547008122239
2,317.9182851469536
2,292.79480248987124
2,260.24485314797477
2,346.35120466890385
2,285.56712791707656
2,376.1734099737165
2,445.40615148636635
2,256.594307090892
2,245.4867978318106
2,43.83591970154075
2,-8.273253311978241
2,79.35758521799927
2,259.41467018016664
2,312.9405758420145
2,101.603100253347
2,369.9984299941153
2,60.76035723846131
2,195.94125241289572
2,312.0290688283803
2,359.61380114237693
2,407.6401682052347
2,616.8959741208814
2,72.0847306197457
2,170.07342883637713
2,426.6440164139032
2,348.2973342655479
2,192.25795083735528
2,279.97497026589576
2,230.3435827986089
2,155.49609362204876
2,240.96766578527968
2,382.71886616208104
2,262.23842177135066
2,262.02720515233005
2,325.3808958521348
2,292.3418727346453
2,446.8519123010526
2,403.2509287318984
2,146.25451941442168
2,116.52267416052689
2,346.0823835174231
2,427.316069292605
2,-187.65410624308888
2,179.82666683232677
2,199.32975432231655
2,276.7547639513095
2,138.65636863286375
2,192.78542763458847
2,407.5927291785029
2,279.8733152086131
2,455.9342269189369
2,217.98119833240526
2,268.02711253327794
2,189.55166731236454
2,138.08597081144455
2,266.3373795811134
2,226.81050480771947
2,663.9227331204602
2,224.87115221489427
2,205.55895033246853
2,406.26330692937347
2,297.3320065465857
2,421.0880027830896
2,302.6180695252822
2,413.6671836014579
2,263.9021762088763
2,296.57637062078487
2,127.43703881077137
2,352.9689488980027
2,426.27918770832224
2,415.5873346834631
2,348.848530576147
2,267.70068684933705
2,244.8667019823866
2,334.6258585616713
2,191.66383350257018
2,105.2705888199768
2,309.02233813408753
2,269.4039738091393
2,293.79892855569625
2,475.9037981717903
2,496.4550622524276
2,246.02782863668142
2,354.624796831073
2,537.9201601180102
2,170.17282489238684
2,254.369190837039
2,277.1274991613458
2,258.1225214520408
2,327.6839476499045
2,188.27081359060347
2,364.02901913035225
2,36.74491470575944
2,200.91896171783492
2,147.66526570937722
2,189.3517456997087
2,301.5303604123581
2,429.2994724102527
2,367.18371440802304
2,354.63044433425534
2,42.678181549155305
2,138.05208579235034
2,515.9445957347797
2,246.7789465599364
2,498.3752133344327
2,187.20343548913593
2,310.9018271931796
2,191.82761109485884
2,246.14303770160177
2,368.86892935764166
2,253.70504446279259
2,368.6373817271646
2,175.06695115022697
2,387.3724087843524
2,263.5463835083871
2,301.8421025880248
2,486.3279595458052
2,355.99714010438845
2,140.33819508057292
2,227.3266865985879
2,412.93413768838656
2,108.93581838533368
3,220.21535059135005
3,475.1278312345329
3,323.25291665301853
3,28.135860854557592
3,168.91682018462816
3,294.022569681718
3,149.0534219916033
3,123.32565649400742
3,229.73478195554964
3,264.27491141891255
3,353.8680314046357
3,192.19356930107628
3,375.56460913065723
3,186.4105260423314
3,290.77638485249287
3,392.2823480511031
3,171.84448583436776
3,300.43474479497866
3,371.1335781337712
3,505.2798507251959
3,204.46672321699853
3,191.76887706176223
3,248.3116789236311
3,164.4857891877422
3,280.87970027571106
3,138.52195805712336
3,395.6313174382474
3,179.75776729350187
3,314.224818065685
3,256.77615669336427
3,257.109359381124
3,264.0060902674319
3,348.92194811751773
3,236.6620093590423
3,51.50974702574244
3,212.20267307620625
3,216.59417155081567
3,227.44867266732706
3,332.113849146154
3,392.2281320205524
3,267.3256926380278
3,231.8503366476647
3,574.7723773842347
3,409.1830660746577
3,278.4117413850163
3,379.61273941177865
3,362.50306377047644
3,265.5241391228524
3,220.80494992358928
3,263.81294565859486
3,358.33972442443473
3,263.6480385656697
3,124.56584819285544
3,236.22602211336346
3,124.28008453182764
3,131.58456514790248
3,373.415169419448
3,335.7406756898707
3,599.6688304133859
3,356.2704792584151
3,262.71733004121546
3,177.6433421020233
3,175.27816776924755
3,251.993850998535
3,391.41150306038196
3,218.87011533331
3,269.7270109911707
3,365.0071666815384
3,238.22297923864883
3,421.3556944339338
3,314.02037845048324
3,521.8067040380777
3,244.95367353139505
3,-15.627770806248849
3,201.5672950831708
3,96.809499552153
3,420.56617348903876
3,175.515362902907
3,382.75952818499417
3,423.8485023386311
3,478.4993906344066
3,553.9342201419331
3,209.6432246339571
3,180.330424116194
3,349.60303700131135
3,296.3312689826701
3,88.78213852873505
3,227.76041484299375
3,386.2033756256021
3,511.7428533670979
3,88.28515824868667
3,307.26144664182516
3,67.33066244082829
3,123.73792422632029
3,165.7485708993197
3,-32.811993489558326
3,366.21008485938285
3,201.67911564618166
3,181.8191059550662
3,354.732099391538
3,247.886986684317
3,250.27701003109516
3,0.19490662982988594
3,223.46831242439404
3,411.73799651436104
3,114.51555152951329
3,288.0678423262292
3,200.67160107844722
3,423.61243670560805
3,225.79734273680262
3,494.7427392875336
3,184.952340720644
3,455.34462758669764
3,382.937989285557
3,361.06407995960905
3,213.24068416112556
3,368.8565048506405
3,311.38412396495386
3,-87.12064309248238
3,8.310187982790927
3,346.3105426459908
3,696.0581557287709
3,158.3582482348729
3,362.2263361145404
3,101.21794053630948
3,236.06224452107477
3,180.17794153027006
3,32.150106116584794
3,233.15603938342818
3,170.44955254832286
3,489.63174890749053
3,274.8018573508466
3,105.78790011148172
3,6.9974823430813
3,266.24814903083194
3,215.91195316638562
3,126.03532852090763
3,327.234406396588
3,244.1810950960471
3,345.30415757889284
3,180.12372549971934
3,251.32631612237915
3,475.3740623732841
3,182.2042656721037
3,91.87584077203627
3,239.9036761857215
3,192.8825646893252
3,209.75843369887738
3,166.69735143395752
3,338.46277222377216
3,63.07244504132278
3,106.3142474080784
3,337.7161723030631
3,621.4625451941442
3,261.48730384809573
3,297.99728242146864
3,354.86425096600544
3,242.5184701591579
3,317.3772543420828
3,372.5307704210892
3,341.6592590249924
3,443.23976926561
3,248.92273876796327
3,431.67368274812026
3,296.72998270734524
3,397.4870869839735
3,174.5451218561762
3,480.3167571584927
3,360.98614441569237
3,186.83634778228196
3,221.08054807888882
3,347.4739283015586
3,243.59375476508083
3,537.2526252418544
3,199.18404874021144
3,345.63171276347015
3,265.70147072277877
3,339.1483791101116
3,125.06734647544975
3,437.480445520231
3,98.10842528409765
3,125.65355730577954
3,314.83023040683486
3,208.80174665978424
3,418.4653023051978
3,218.57192716528093
3,264.4816100353873
3,354.2441551165814
3,150.98938608251908
3,239.59193401005479
3,196.65396731451057
3,274.3184310784359
3,220.88740347005188
3,328.8620168137465
3,283.31151514603874
3,487.2417255607123
3,274.32633758289126
3,507.455268951044
3,52.30039747127397
3,270.59107897807297
3,341.03012717047665
3,360.5783946859254
3,311.4699660133258
3,290.4375346615507
3,209.62854112568291
3,497.3315547463311
3,237.39957327465956
3,178.7163677066732
3,153.55900003049652
3,297.02139387155546
3,369.13662100848586
3,352.3341695403046
3,287.49179700162756
3,500.85785573340166
3,269.83657255290865
3,263.4074549301008
3,213.09723758029335
3,169.96838527718512
3,182.20878367464957
3,395.30037375176056
3,351.0894598389106
3,420.2950933362851
3,207.75131106786378
3,57.0409116425537
3,337.63258925596404
3,491.4558924353954
3,163.43196509391234
3,164.61794076220963
3,343.1727898778671
3,431.01970187960205
3,480.6522188475254
3,433.0121410023414
3,576.8427520508908
3,189.11906856859514
3,160.15528374750238
3,163.9470173841443
3,158.71065243345265
3,158.39326275460357
3,244.6859818805508
3,239.4688184406792
3,295.9766057828174
3,270.8339216149148
3,311.2248643752111
3,109.79197986778065
3,419.01311011388754
3,336.7459312563323
3,275.05260649214375
3,651.3796285524207
3,296.8259902614455
3,103.46451730225549
3,261.3969437971778
3,263.6446500637603
3,222.85951158133477
3,322.6892958354182
3,-130.1365453319433
3,274.7476413202959
3,129.079332736204
3,195.02183889480622
3,268.5500713279652
3,364.9439146458959
3,429.57055256300634
3,268.2925451828492
3,247.28270384380363
3,427.0088451194843
3,255.2558488366708
3,237.0550755805351
3,123.00826681515835
3,274.33876208989244
3,268.97363406664283
3,113.34990687267252
3,345.14263898787704
3,345.6339717647431
3,226.78791479499
3,248.07448378997162
3,332.5385413854681
3,312.1284648843899
3,199.41898487259795
3,351.74457020806534
3,157.34508616395607
3,152.7581840792367
3,341.60617249507817
3,165.78471491968685
3,261.9820251268712
3,263.4142319339197
3,416.05607744759965
3,186.03440233038575
3,416.31699209462505
3,-85.67262327652321
3,270.56848896534353
3,356.2456302444126
3,375.5341126134724
3,259.5795772730918
3,392.5489102013109
3,260.45494026635885
3,224.87792921871315
3,-56.71448595861284
3,259.0046614491268
3,334.7941541565059
3,633.7244041037017
3,222.69460448840962
3,84.7870947775279
3,626.6672841270146
3,198.79663002190102
3,260.5656313287332
3,364.7462520345131
3,274.6132307445555
3,129.75816261872464
3,248.35572944845353
3,376.62521022830595
3,251.42910068029823
3,124.45176862857161
3,69.03846740317638
3,186.48733208561163
3,189.94360403322088
3,43.032844749008014
3,155.08382588973586
3,330.0084599597672
3,116.6717682445414
3,358.2516233747898
3,169.38895145067414
3,206.88611358032503
3,286.3340588492422
3,402.4207457640902
3,76.0221698384927
3,133.8887464463086
3,336.52229013031047
3,229.2603916882307
3,301.8172535740224
3,557.2436570068007
3,384.3340520722383
3,240.76435567071442
3,408.6431647704233
3,120.5877469511954
3,224.50067600613093
3,199.70136003171635
3,385.8216044104741
3,511.47177321434424
3,307.02876951071164
3,216.56141603235795
3,314.5941647738119
3,331.57055934001016
3,334.2903968726386
3,216.64386957882047
3,426.7004914457269
3,216.18529232041223
3,189.42742224235246
3,182.06759609509038
3,314.42135117643136
3,362.03545050697636
3,37.35710405072813
3,278.78334709441606
3,208.10371526644352
3,235.13831300043938
3,218.9853243982303
3,276.35153222408843
3,306.56793325103035
3,374.8970742545014
3,284.7109664346296
3,238.79337706006797
3,211.86043438335477
3,306.37817714410284
3,1061.1071139338585
3,263.37018140909726
3,210.76143026406595
3,189.90520101158077
3,381.1737092913852
3,398.33195346005573
3,114.50312702251207
3,268.23719965166197
3,362.9017774951516
3,245.03386807658464
3,288.45752004581254
3,281.995646904547
3,178.93097282760317
3,289.4740706186388
3,178.24310693999075
3,322.05225747644704
3,427.916963631209
3,81.86281762969773
3,231.87292666039417
3,302.4362199228099
3,255.72346210017088
3,154.58910461096045
3,45.12806842966656
3,173.73752890109753
3,340.5241108853365
3,553.2474837549571
3,172.32226460359612
3,226.06051638510098
3,-194.27636847473363
3,257.9745568686628
3,353.96403895873596
3,314.7556833648276
3,339.580977853881
3,190.32876375025836
3,286.3735913715187
3,160.18126226214127
3,183.08414666791666
3,290.5538732271076
3,223.8692851503422
3,233.56830711574102
3,452.58864603370205
3,244.43636223989012
3,302.71859508192836
3,339.4025167533182
3,283.14999655502305
3,334.02722322434033
3,278.18922975963096
3,179.10717492689307
3,434.6984854525965
3,327.959545805204
3,481.603258383436
3,407.7711902790657
3,442.8150770262959
3,455.6597582642738
3,306.73284034395556
3,192.87578768550637
3,306.84240190569346
3,242.05537489820375
3,387.8693890644007
3,302.5265799737278
3,126.43517174621927
3,182.5081013433151
3,162.19855039888316
3,284.4229437723288
3,390.7575221918637
3,263.9428382317893
3,435.3389123134771
3,128.81954758981507
3,88.3088777620526
3,145.92357572793492
3,222.87758359151832
3,224.35497042402582
3,196.57038426741155
3,396.677235027622
3,249.9844693662485
3,283.59953780833956
3,417.6712633577569
3,442.5631983843623
3,234.20873397662163
3,273.1584339247775
3,586.5948605462039
3,524.876686768013
3,192.49175746910535
3,214.8942730929229
3,275.0345344819602
3,436.46615394867774
3,323.44719076249197
3,182.53746835986342
3,285.0746656395741
3,272.31130844742233
3,238.48163488440127
3,276.83608799713556
3,172.34937261887148
3,243.42094116770036
3,66.83255266014342
3,374.13804982679113
3,141.4179976890417
3,329.2144210123262
3,158.480234303612
3,435.1954657326449
3,186.879268806468
3,93.96202844760303
3,178.69829569648962
3,312.107004372297
3,353.46479967741465
3,291.4834522509254
3,313.8283633422828
3,234.42446859818804
3,230.360525308156
3,954.2845912393672
3,275.2355855952525
3,316.89382806967217
3,142.53281481724113
3,327.8872577644698
3,75.9284212856654
3,284.6623979072612
3,97.40813488948402
3,625.3084948613368
3,68.12244238699628
3,288.4959230674526
3,232.49979951363702
3,177.1926713480703
3,277.11733365561753
3,516.5522670772025
3,186.89395231474214
3,467.65957302616937
3,71.1777416086574
3,196.96909799208672
3,79.4027652434582
3,394.5063348043197
3,394.12682259046454
3,270.80342509773004
3,311.3231309305843
3,143.28054423858669
3,389.5546040140194
3,348.96035113915786
3,399.9787653880343
3,150.03834654660827
3,427.66960299182125
3,245.16376064977914
3,90.54528902227037
3,454.4071420584246
3,663.4054218289552
3,-74.16640029276657
3,232.25921587806815
3,157.8533614503692
3,290.7617013442187
3,422.35417299657644
3,268.1163430835593
3,352.2551044957514
3,399.1203449043143
3,187.50840066098377
3,286.9281761840273
3,337.7579638266126
3,269.8128530395427
3,196.54892375531853
3,353.3800871296791
3,420.2758918254651
3,388.87577413149876
3,225.90803379917705
3,466.117804657383
3,517.3011259991846
3,234.70119625412408
3,406.4813005522128
3,159.38835281533682
3,338.0708355029158
3,457.4296857616279
3,264.19245787245
3,254.6154219757903
3,249.30450998309138
3,127.28455622484744
3,276.9343545525088
3,245.98603711313194
3,359.91650731295186
3,382.45117451123684
3,162.78702023048592
3,318.38138040790784
3,36.08189783214943
3,263.4289154421939
3,-102.69758637008991
3,321.8805733797031
3,243.42658867088272
3,205.57928134392503
3,136.21099975489835
3,186.09652486539176
3,223.97658771080717
3,193.1095943172564
4,266.75416531597216
4,208.89097721006564
4,125.83540690825178
4,-46.41231065333705
4,8.691959197919008
4,79.40841274664058
4,223.85799014397742
4,425.2084211049453
4,162.30020545616577
4,168.08889621809303
4,285.7263875068194
4,371.95133659457815
4,412.25756680713886
4,263.59156353384606
4,300.249506690597
4,186.62287216198848
4,483.1021057280365
4,418.477726812199
4,187.19891748658998
4,287.56295554172544
4,363.93527057752493
4,250.22392350118088
4,116.1793059670389
4,153.2246678421003
4,237.1443061308165
4,180.244582067822
4,391.857655811789
4,243.95067696620646
4,167.36940431265933
4,269.44689483332525
4,114.27044989139851
4,207.55025995457146
4,269.40510330977577
4,253.23404269738307
4,187.56487569280748
4,142.01437402509976
4,17.861923065193647
4,332.09803613724335
4,286.98239221457806
4,405.7234056251391
4,236.37398669674147
4,264.43755951056477
